#,Malların (işlərin və xidmətlərin) adı,详细描述,,description_en,Ətraflı təsviri,Malgöndərən/podratçının qeydləri,part_number,name_en,Ad chn,Category,Category Zh,Factory Adress,Factory Adress Zh,Manufacturing Country(En),Manufacturing Country(Zh),Condition,Quality,Car Brand(en),Car Brand(Zh),Car marka(en),Car marka(zh),Part Year
4688,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,重型连杆设计用于增强悬架稳定性和精确操控。,,Heavy-duty Link engineered for enhanced suspension stability and precise handling.,"Linqin (stabilizatorun sırğası) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","206300 3031.Çin, Original",206300 3031,Stabilizer link,稳定杆连接杆,Suspension,暂停,,,China,,New,Original,,,,,
4689,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,可靠的刹车软管，设计旨在实现最佳刹车油流量和安全性。,,Reliable Brake Hose designed for optimal brake fluid flow and safety.,"Əyləc şlanqlarının dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","6430-3001019-10 .Çin, Original",6430-3001019-10,Brake hose,刹车软管,Braking System,制动系统,,,China,,New,Original,,,,,
4690,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,耐用的前刹车支架，专为牢固安装刹车片和实现稳定的制动效果而设计。,,Durable Front Brake Support engineered for secure brake pad mounting and consistent braking.,"Ön əyləc supportunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","K003804 .Çin, Original",K003804,Front brake caliper,前刹车卡钳,Braking System,制动系统,,,China,,New,Original,,,,,
4691,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,耐用的后刹车支架，专为牢固安装刹车片和实现稳定的制动效果而设计。,,Durable Rear Brake Support engineered for secure brake pad mounting and consistent braking.,"Arxa əyləc supportunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","K003804 .Çin, Original",K003804,Rear brake caliper,后刹车卡钳,Braking System,制动系统,,,China,,New,Original,,,,,
4692,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,高级动力转向系统，旨在实现轻松转向和最佳车辆控制。,,Premium Power Steering System designed for effortless steering and optimal vehicle control.,"Sükan hidrogücləndiricisinin (rulevoyun) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","8098955643.Çin, Original",8098955643,Power steering rack,转向助力齿条,Steering / Power Steering,转向/动力转向,,,China,,New,Original,,,,,
4693,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,高性能动力转向液，专为平稳转向和延长系统使用寿命而设计。,,High-Performance Power Steering Fluid engineered for smooth steering and system longevity.,"Sükan hidrogücləndiricisinin (rulevoyun) yağı, dəyişdirilməsi ilə birlikdə","ATF 3  Bendix,Türkiyə.",ATF 3,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
4694,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,高效水冷散热器，旨在实现最佳发动机冷却和热管理。,,Efficient Water Radiator designed for optimal engine cooling and thermal management.,"Su radiatorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","81061016505.Çin, Original",81061016505,Radiator,散热器,Engine / Cooling System,发动机/冷却系统,,,China,,New,Original,,,,,
4695,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,高效机油散热器，专为实现最佳发动机机油冷却而设计。,,Efficient Oil Radiator engineered for optimal engine oil cooling.,"Yağ radiatorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","4990291.Çin, Original",4990291,Oil cooler,机油冷却器,Engine / Cooling System,发动机/冷却系统,,,China,,New,Original,,,,,
4696,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,高效取暖炉散热器，专为有效舱室取暖而设计。,,Efficient Heating Stove Radiator designed for effective cabin heating.,"İstilik peçinin radiatorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","103-8101060-30 .Çin, Original",103-8101060-30,Heater core,暖风散热器,Cooling / Heating System,制冷/制热系统,,,China,,New,Original,,,,,
4697,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,精密设计的恒温器，可实现最佳的发动机温度调节。,,Precision-engineered Thermostat for optimal engine temperature regulation.,"Termostatın yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","5256423  .Çin, Original",5256423 ,Thermostat,恒温器,Engine / Cooling System,发动机/冷却系统,,,China,,New,Original,,,,,
4698,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,专为精确监测发动机温度而设计的可靠水温传感器。,,Reliable Water Temperature Sensor designed for accurate engine temperature monitoring.,"Su temperaturu sensorunun (datçikinin) əvəz olunması, ehtiyat hissəsi ilə birlikdə","4921477.Çin, Original",4921477,Coolant temperature sensor,冷却液温度传感器,Engine / Sensors,发动机/传感器,,,China,,New,Original,,,,,
4699,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,经久耐用的上部水箱管道，设计用于确保冷却液无泄漏流动。,,Durable Upper Water Radiator Pipe engineered for leak-free coolant flow.,"Su radiatorunun üst borusunun (potrubkası) əvəz olunması, ehtiyat hissəsi ilə birlikdə","152-1303038-50 .Çin, Original",152-1303038-50,Upper radiator hose,散热器上水管,Engine / Cooling System,发动机/冷却系统,,,China,,New,Original,,,,,
4700,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,经久耐用的下散热器管道，设计用于确保冷却液无泄漏流动。,,Durable Lower Radiator Pipe engineered for leak-free coolant flow.,"Su radiatorunun alt borusunun (potrubkası) əvəz olunması, ehtiyat hissəsi ilə birlikdə","251050-1303105 .Çin, Original",251050-1303105,Lower radiator hose,散热器下水管,Engine / Cooling System,发动机/冷却系统,,,China,,New,Original,,,,,
4701,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,耐用型加热炉管道，设计用于实现最佳冷却剂循环。,,Durable Heating Furnace Pipe designed for optimal coolant circulation.,"İstilik peçinin borusunun (şlanqının) dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","152-1303050-22 .Çin, Original",152-1303050-22,Heater hose,暖风水管,Cooling / Heating System,制冷/制热系统,,,China,,New,Original,,,,,
4702,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,高性能燃油喷射器清洁剂，可提高燃油效率和发动机性能。,,High-Performance Fuel Injector cleaner for enhanced fuel efficiency and engine performance.,Yanacaq forsunkalarının yuyulması,XİDMƏT.,XİDMƏT,.,.,,#VALUE!,,,China,,New,Original,,,,,
4703,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,耐用型水泵，设计用于高效冷却液循环和发动机冷却。,,Durable Water Pump designed for efficient coolant circulation and engine cooling.,"Su nasosunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","5288908  .Çin, Original",5288908 ,Water pump,水泵,Engine / Cooling System,发动机/冷却系统,,,China,,New,Original,,,,,
4704,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,高性能燃油泵，设计用于可靠地输送燃油。,,High-Performance Fuel Pump designed for reliable fuel delivery.,"Yanacaq nasosunun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","5303387.Çin, Original",5303387,Fuel pump,燃油泵,Fuel System,燃油系统,,,China,,New,Original,,,,,
4705,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,专为可靠启动发动机而设计的高扭矩起动电机。,,High-Torque Starter Motor engineered for dependable engine starting.,"Starterin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","5585086  .Çin, Original",5585086 ,Starter motor,起动机,Engine / Starter,发动机/启动机,,,China,,New,Original,,,,,
4706,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,耐用型启动传动装置，专为可靠启动发动机而设计。,,Durable Starter Transmission designed for reliable engine starting.,"Starter intiqalının (bendeksinin) sökülüb təmir olunması, ehtiyat hissəsi ilə birlikdə","005151 2001.Çin, Original",005151 2001,Starter drive,起动机单向器,Engine / Starter,发动机/启动机,,,China,,New,Original,,,,,
4707,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,可靠的启动开关，专为可靠启动发动机而设计。,,Reliable Starter Switch designed for dependable engine starting.,"Starter qoşucusunun (avtomatının) dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","SS5003P.Çin, Original",SS5003P,Starter solenoid,起动机电磁开关,Engine / Starter,发动机/启动机,,,China,,New,Original,,,,,
4708,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,耐用型启动器碳材料，专为可靠启动发动机而设计。,,Durable Starter Carbon engineered for dependable engine starting.,"Starter kömürünün dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə ","СТ25‑3708050.Çin, Original",СТ25‑3708050,Starter brush,起动机碳刷,Engine / Starter,发动机/启动机,,,China,,New,Original,,,,,
4709,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,高性能启动锚，专为可靠启动发动机而设计。,,High-Performance Starter Anchor engineered for reliable engine starting.,"Starter lövbərinin (yakorunun) dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","0333006 025.Çin, Original",0333006 025,Starter coil,起动机绕组,Engine / Starter,发动机/启动机,,,China,,New,Original,,,,,
4710,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,专为可靠发电而设计的高输出发电机。,,High-Output Dynamo engineered for reliable electrical power generation.,"Dinamonun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","5287123  .Çin, Original",5287123 ,Alternator,发电机,Engine / Alternator,发动机/交流发电机,,,China,,New,Original,,,,,
4711,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,发电机继电器，OEM品质的替代品，确保电气系统功能可靠运行。,,"Dynamo Relay, an OEM-quality replacement for reliable electrical system function.","Dinamo relesinin dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","ARP1085BJ .Çin, Original",ARP1085BJ,Alternator relay,发电机继电器,Engine / Alternator,发动机/交流发电机,,,China,,New,Original,,,,,
4712,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,发电机电枢（绕组），一种精密配合的部件，可确保最佳发电量。,,"Dynamo Armature (Winding), a precision-fit component ensuring optimal power generation.","Dinamo lövbərinin (obmotka) dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","3232.377 1100.Çin, Original",3232.377 1100,Alternator winding,发电机绕组,Engine / Alternator,发动机/交流发电机,,,China,,New,Original,,,,,
4713,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,专为实现最佳动力传输和发动机性能而设计的发电机皮带。,,Dynamo Belt engineered for optimal power transfer and engine performance.,"Dinamo qayışının dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","3099256.Çin, Original",3099256,Alternator belt,发电机皮带,Engine / Belts,发动机/皮带,,,China,,New,Original,,,,,
4714,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,挡风玻璃雨刮电机，高性能替换件，确保清晰视野。,,"Windshield Wiper Motor, a high-performance replacement for clear visibility.","Şüşəsilənin motorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","A12-100.1.000.000 .Çin, Original",A12-100.1.000.000,Windshield wiper motor,雨刷电机,Accessories / Wipers,配件/雨刮器,,,China,,New,Original,,,,,
4715,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,专为实现无痕刮水和提升驾驶员视野而设计的雨刮片。,,Windshield Wiper Blades designed for streak-free wiping and enhanced driver vision.,"Şüşəsilənin fırçalarının yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","A12-100.1.000.000 .Çin, Original",A12-100.1.000.000,Windshield wiper blade,雨刷片,Accessories / Wipers,配件/雨刮器,,,China,,New,Original,,,,,
4716,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,优质主制动缸，设计用于实现最佳液压和可靠的制动性能。,,Premium Master Brake Cylinder designed for optimal hydraulic pressure and reliable braking performance.,"Baş əyləc (qlavnıy) silindrin dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","103-3511110-10 .Çin, Original",103-3511110-10,Master cylinder,主缸,Braking System,制动系统,,,China,,New,Original,,,,,
4717,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,离合器缸，一种精密设计的部件，用于实现平稳的离合器操作。,,"Clutch Cylinder, a precision-engineered component for smooth clutch operation.","Muftanın silindrinin dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","623160.Çin, Original",623160,Clutch cylinder,离合器液压缸,Clutch System,离合器系统,,,China,,New,Original,,,,,
4718,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,前挡风玻璃底釉，一种耐用的密封剂，可牢固安装挡风玻璃并提供防风雨保护。,,"Front Windshield Underglaze, a durable sealant for secure windshield installation and weather protection.",Ön alın şüşəsinin (podpresin) yenisi ilə əvəz olunması,"251050-5206016 .Çin, Original",251050-5206016,Front windshield,前挡风玻璃,Body / Glass,主体/玻璃,,,China,,New,Original,,,,,
4719,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,后减震器垫，一种耐用的部件，可提高乘坐舒适性和悬架性能。,,"Rear Shock Absorber Pad, a durable component for improved ride comfort and suspension performance.","Arxa amortizator yastığının yenisi ilə əvəz olunması, ehtiyat hissəsilə ilə birlikdə","81437016830.Çin, Original",81437016830,Rear shock absorber mount,后减震器胶垫,Suspension,暂停,,,China,,New,Original,,,,,
4720,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,重型万向节轴横梁，专为精确传动系统对准和减少振动而设计。,,Heavy-duty Cardan Shaft Cross Member engineered for precise drivetrain alignment and vibration reduction.,"Kardan valının çarpazının (krestovinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","6430-3444063 .Çin, Original",6430-3444063,Drive shaft cross,传动轴十字轴,Transmission / Drivetrain,变速器/传动系统,,,China,,New,Original,,,,,
4721,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,右上臂，坚固的悬挂部件，用于实现精准操控。,,"Upper Right Arm, a robust suspension component for precise handling and control.","Üst sağ qolun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","251050-2904015 .Çin, Original",251050-2904015,Upper right control arm,右上控制臂,Suspension,暂停,,,China,,New,Original,,,,,
4722,MAZ -  241030 avtobus - Buraxılış ili - 2015 - YЗM241030H0000465,左上臂，坚固的悬挂部件，用于实现精准操控。,,"Upper Left Arm, a robust suspension component for precise handling and control.","Üst sol qolun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","251050-2904015 .Çin, Original",251050-2904015,Upper left control arm,左上控制臂,Suspension,暂停,,,China,,New,Original,,,,,
4723,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,优质发动机油，提供最佳的发动机润滑和保护。,,Premium Engine Oil for optimal engine lubrication and protection.,"Mühərrik yağı, dəyişilməsi ilə birlikdə",15x40 Bendix Türkiyə,15x40,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
4724,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,高效发动机机油滤清器，增强发动机保护和性能。,,High-efficiency Engine Oil Filter for enhanced engine protection and performance.,Mühərrik yağ filtri,"5262313  .Çin, Original",5262313 ,Oil filter,机油滤清器,Engine,引擎,,,China,,New,Original,,,,,
4725,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,高性能冷却液（防冻液），专为实现最佳发动机冷却和防腐蚀而设计。,,High-performance Coolant (Antifreeze) designed for optimal engine cooling and corrosion protection.,"Soyutma mayesi (antifriz), dəyişdirilməsi ilə birlikdə","Antifreeze -56 3L Bendix, Türkiyə.",Antifreeze -56 3L,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
4726,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,变速箱油，用于实现平稳换挡和保护变速箱。,,Gearbox Oil for smooth gear shifting and transmission protection.,"Sürətlər qutusunun yağı, dəyişilməsi ilə birlikdə","ATF DSG  Bendix, Türkiyə.",ATF DSG,Türkiyə,Türkiyə,Türkiyə,土耳其语,,,China,,New,Original,,,,,
4727,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,燃油滤清器，一种高效的部件，可实现清洁的燃油输送和发动机保护。,,"Fuel Filter, a high-efficiency component for clean fuel delivery and engine protection.","Yanacaq süzgəcinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","4970909  .Çin, Original",4970909 ,Fuel filter,燃油滤清器,Fuel System,燃油系统,,,China,,New,Original,,,,,
4728,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,空气滤清器，一种高效部件，可实现最佳发动机性能和空气过滤。,,"Air Filter, a high-efficiency component for optimal engine performance and air filtration.","Hava süzgəcinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","4598092565.Çin, Original",4598092565,Air filter,空气滤清器,Engine,引擎,,,China,,New,Original,,,,,
4729,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,专为可靠点火和最佳发动机燃烧而设计的火花塞。,,Spark Plug engineered for reliable ignition and optimal engine combustion.,"Alışdırma şamının yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","5262804F .Çin, Original",5262804F,Spark plug,火花塞,Engine,引擎,,,China,,New,Original,,,,,
4730,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,高品质灯泡，提供卓越的照明和可视性。,,High-quality Bulb for superior illumination and visibility.,"Babinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","5258744F .Çin, Original",5258744F,Ignition coil,点火线圈,Engine,引擎,,,China,,New,Original,,,,,
4731,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,发动机皮带（链条）的设计旨在实现可靠的动力传输和发动机性能。,,Engine Belt (Chain) engineered for reliable power transmission and engine performance.,"Mühərrik qayışının (zəncirinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","4896380  .Çin, Original",4896380 ,Engine timing chain,发动机正时链条,Engine,引擎,,,China,,New,Original,,,,,
4732,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,发动机支架，一种耐用的部件，用于减少发动机振动并保持正确的对准。,,"Engine Mount, a durable component for reducing engine vibration and maintaining proper alignment.","Mühərrik yastığının yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","152-1001042-50 .Çin, Original",152-1001042-50,Engine mount,发动机支架,Engine,引擎,,,China,,New,Original,,,,,
4733,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,前刹车片，OEM品质替换件，提供可靠的制动性能和安全性。,,"Front Brake Pads, OEM-quality replacements for reliable stopping power and safety.","Ön əyləc qəliblərinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","64201420.Çin, Original",64201420,Front brake caliper,前制动卡钳,Brake System,制动系统,,,China,,New,Original,,,,,
4734,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,后刹车片，OEM品质替换件，提供可靠的制动性能和安全性。,,"Rear Brake Pads, OEM-quality replacements for reliable stopping power and safety.","Arxa əyləc qəliblərinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","64201420.Çin, Original",64201420,Rear brake caliper,后制动卡钳,Brake System,制动系统,,,China,,New,Original,,,,,
4735,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,冰箱（空调）空气过滤器，一种用于清洁空气循环的高效组件。,,"Refrigerator (Air Conditioner) Air Filter, a high-efficiency component for clean air circulation.","Soyuducunun (kondisionerin) hava süzgəcinin yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","4S00686.Çin, Original",4S00686,Air conditioning air filter,空调空气滤清器,Air Conditioning,空调,,,China,,New,Original,,,,,
4736,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,冰箱（空调）压缩机，高效制冷的高性能替代品。,,"Refrigerator (Air Conditioner) Compressor, a high-performance replacement for efficient cooling.","Soyuducunun (kondisionerin) kompressorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","81775С .Çin, Original",81775С,Air conditioning compressor,空调压缩机,Air Conditioning,空调,,,China,,New,Original,,,,,
4737,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,冰箱（空调）制冷剂（氟利昂），经过精密充注，以实现最佳制冷性能。,,"Refrigerator (Air Conditioner) Gas (Freon), precision-filled for optimal cooling performance.",Soyuducunun (kondisionerin) qazının (freonun) qramla doldurulması,R134A  Xidmət.,R134A Xidmət,Air conditioning refrigerant (Freon),制冷剂,Air Conditioning,空调,,,China,,New,Original,,,,,
4738,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,前减震器，高性能部件，可提高乘坐舒适性和操控性。,,"Front Shock Absorber, a high-performance component for enhanced ride comfort and handling.","Ön amortizatorunun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","81437016830.Çin, Original",81437016830,Front shock absorber,前减震器,Suspension,暂停,,,China,,New,Original,,,,,
4739,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,后减震器，一种高性能部件，可提高乘坐舒适性和操控性。,,"Rear Shock Absorber, a high-performance component for enhanced ride comfort and handling.","Arxa amortizatorun yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","81437016830.Çin, Original",81437016830,Rear shock absorber,后减震器,Suspension,暂停,,,China,,New,Original,,,,,
4740,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,前减震器，高性能部件，可提高乘坐舒适性和操控性。,,"Front Shock Absorber, a high-performance component for enhanced ride comfort and handling.","Ön amortizator yastığının yenisi ilə əvəz olunması, ehtiyat hissəsilə ilə birlikdə","81437016830.Çin, Original",81437016830,Front shock absorber mount,前减震器胶垫,Suspension,暂停,,,China,,New,Original,,,,,
4741,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,车轮定位调整（外倾角）可实现精确的车轮角度和改善操控性。,,Wheel Alignment Adjustment (Camber) for precise wheel angle and improved handling.,Təkər çəpliyinin tənzimlənməsi (razval),XİDMƏT.,XİDMƏT,.,.,,#VALUE!,,,China,,New,Original,,,,,
4742,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,全面的车辆诊断，可准确识别机械或电子问题。,,Comprehensive Vehicle Diagnostics for accurate identification of mechanical or electronic issues.,Diaqnostika,XİDMƏT.,XİDMƏT,.,.,,#VALUE!,,,China,,New,Original,,,,,
4743,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,凸轮轴传感器专为实现精确的发动机正时和最佳燃油效率而设计。,,Camshaft Sensor engineered for precise engine timing and optimal fuel efficiency.,"Paylayıcı valın (raspredvalın) sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","4327230.Çin, Original",4327230,Camshaft,凸轮轴,Engine / Internal Parts,发动机/内部零件,,,China,,New,Original,,,,,
4744,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,曲轴传感器，用于精确监测发动机转速和位置。,,Crankshaft Sensor for accurate engine speed and position monitoring.,"Dirsəkli valın (kolenvalın) sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","5594276.Çin, Original",5594276,Crankshaft,曲轴,Engine / Internal Parts,发动机/内部零件,,,China,,New,Original,,,,,
4745,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,催化传感器，旨在实现高效的尾气排放控制。,,Catalyst Sensor designed for efficient exhaust emissions control.,"Katalizator sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","2872858  .Çin, Original",2872858 ,Catalytic converter sensor,催化转换器传感器,Engine / Emission Sensors,发动机/排放传感器,,,China,,New,Original,,,,,
4746,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,用于可靠监测发动机机油压力的机油传感器。,,Oil Sensor for reliable engine oil pressure monitoring.,"Yağ sensorunun (datçikinin) yenisi ilə əvəz olunması, ehtiyat hissəsi ilə birlikdə","3329617.Çin, Original",3329617,Oil pressure sensor,机油压力传感器,Engine / Sensors,发动机/传感器,,,China,,New,Original,,,,,
4747,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,前支撑盘，一种用于提高制动系统稳定性的精密配合部件。,,"Front Support Disc, a precision-fit component for brake system stability.","Ön dayaq diskinin (apornunun) dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","II37638 .Çin, Original",II37638,Front brake disc,前刹车盘,Braking System,制动系统,,,China,,New,Original,,,,,
4748,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,后支撑盘，一种用于提高制动系统稳定性的精密配合部件。,,"Rear Support Disc, a precision-fit component for brake system stability.","Arxa dayaq diskinin (apornunun) dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","II37638 .Çin, Original",II37638,Rear brake disc,后刹车盘,Braking System,制动系统,,,China,,New,Original,,,,,
4749,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,前后稳定杆橡胶，专为增强悬架性能和降低噪音而设计。,,"Front and Rear Stabilizer Rubbers, engineered for enhanced suspension performance and noise reduction.","Ön və arxa stabilizatorun rezinlərinin dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","555132L 000.Çin, Original",555132L 000,Front and rear stabilizer bushings,前后稳定杆胶套,Suspension,暂停,,,China,,New,Original,,,,,
4750,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,右下摆臂是车辆稳定性和控制的关键悬架部件。,,"Lower Right Arm, a critical suspension component for vehicle stability and control.","Alt sağ qolun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","251050-2904015 .Çin, Original",251050-2904015,Lower right control arm,右下控制臂,Suspension,暂停,,,China,,New,Original,,,,,
4751,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,左下摆臂是车辆稳定性和控制的关键悬架部件。,,"Lower Left Arm, a critical suspension component for vehicle stability and control.","Alt sol qolun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","251050-2904015 .Çin, Original",251050-2904015,Lower left control arm,左下控制臂,Suspension,暂停,,,China,,New,Original,,,,,
4752,MAZ -  241030 avtobus - Buraxılış ili - 2016 - YЗM241030H0000465,下皮带轮，精密配合的部件，可实现最佳的发动机皮带传动性能。,,"Lower Pulley, a precision-fit component for optimal engine belt drive performance.","Alt şaravoyun dəyişdirilməsi, ehtiyat hissəsi ilə birlikdə","4370-2906044 .Çin, Original",4370-2906044,Lower ball joint,下球头,Suspension,暂停,,,China,,New,Original,,,,,
